시험고유번호,시험명,과목,대단원,중단원,정답,배점,표준반응시간(초),표준총응시시간(초),생성일,과정번호,분류코드
237,구미중3_2023년 1학기_중간고사대비(제곱근~인수분해)(2)_017,,,,"[-39, 4, 3, 5, 2, 4, 32, 5, 9, 5, 21, 3, 4, 1, 3, 3, 5, 2, 4, 8, 2, 3, 4, 1]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]",1440,2023/04/06,0,
238,구미중3_2023년 1학기_중간고사대비(제곱근~인수분해)(2)_018,,,,"['4', '11', '5', '5', '5', '1', '4', '1', '5', '5', '224', '5', '4', '1,5', '4', '4', '4', '3', '5', '-2', '3', '4', '3', '1']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]",1440,2023/04/06,0,
239,구미중3_2023년 1학기_중간고사대비(제곱근~인수분해)(2)_019,,,,"[4, -2, 2, 5, 2, 2, 16, 2, 4, 2, 5, 2, 1, 2, 8, 1, 3, 3, 4, 8, 5, 5, 3, 3]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]",1440,2023/04/06,0,
240,구미중3_2023년 1학기_중간고사대비(제곱근~인수분해)(2)_020,,,,"[5, -4, 3, 3, 5, 2, 2, 5, 1, 3, 1, 3, 5, 1, 3, 7, 4, 5, 2, 1, 3, 3, 1, 2]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]",1440,2023/04/06,0,
241,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_001,,,,"[2, 5, 5, 12, 3, 3, 3, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
242,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_002,,,,"[5, 4, 3, 3, 10, 1, 2, 6]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
243,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_003,,,,"[5, 4, 2, 2, 3, 4, 5, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
244,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_004,,,,"[1, 3, 8, 5, 4, 52, 4, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
245,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_005,,,,"[5, 4, 4, 1, 5, 1, 4, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
246,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_006,,,,"[2, 2, 5, -2, 4, 1, 2, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
247,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_007,,,,"[3, 2, 1, 2, 3, 3, 18, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
248,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_008,,,,"[3, 2, 5, 4, 2, 3, 1, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
249,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_009,,,,"[3, 4, 5, 4, 3, 1, 2, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
250,구미고2_수학1_지수로그함수_2023-1학기_중간대비(2)_010,,,,"[2, 1, 2, 4, 4, 3, 5, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
251,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_001,,,,"[2, 1, 5, 2, 1, 1, 2, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
252,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_002,,,,"[1, 3, 3, 1, 4, 2, 1, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
253,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_003,,,,"[5, 6, 4, 5, 2, 5, 4, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
254,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_004,,,,"[2, 3, 5, 4, 3, 2, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
255,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_005,,,,"[3, 4, 4, 2, 4, 4, 2, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
256,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_006,,,,"[5, 3, 3, 12, 3, 16, 4, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
257,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_007,,,,"[3, 4, 4, 2, 3, 2, 3, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
258,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_008,,,,"[4, 5, 4, 5, 3, 4, 2, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
259,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_009,,,,"[4, 5, 2, 5, 3, 1, 1, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
260,구미고2_수학1_삼각함수_2023-1학기_중간대비(2)_010,,,,"[4, 1, 3, 3, 3, 5, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/08,0,
262,배채은_미분계수도함수_테스트_002,수학2,다항함수의 미분법,01미분계수와 도함수,"['4', '4', '3', '-1', '3']","[20, 20, 20, 20, 20]","[60, 60, 60, 60, 60]",300,2023/04/08,0,
261,배채은_미분계수도함수_테스트_001,수학2,다항함수의 미분법,01미분계수와 도함수,"['4', '11', '-1', '2', '3']","[20, 20, 20, 20, 20]","[60, 60, 60, 60, 60]",300,2023/04/08,0,
263,테스트(2023년04월11일)_001,,,,"[1, 3, 1, 4, 48]","[20, 20, 20, 20, 20]","[60, 60, 60, 60, 60]",300,2023/04/11,0,
304,현일고1_중간대비 모의고사_001,,,,"[5, 35, 3, 5, 3, 4, 1, 5, 297, 100, 2, 4, 1, 1, 4, -63, 1, 3, 3, 3, 2, 1, 33, 42]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
305,현일고1_중간대비 모의고사_002,,,,"[5, 2, 1, 10, 230, 3, 2, 11, 5, 7, 3, 3, 4, 5, 2, 2, 5, 2, 26, 4, 11, 1, 7, 48]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
307,현일고1_중간대비 모의고사_004,,,,"[1, 4, 4, 2, 4, 3, 3, 4, 8, 5, 2, -4, 4, 5, 3, 3, 5, 5, 4, 2, 3, 9, 15, 4]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
308,현일고1_중간대비 모의고사_005,,,,"[2, 5, 72, 2, 2, 6, 3, 4, 5, 48, 29, 3, -2, 1, 2, 3, 10, 1, 40, 0, 31, 1, 70, 27]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
309,현일고1_중간대비 모의고사_006,,,,"[5, 3, 4, 3, 9, 5, 1, 8, 1, 1, 5, 3, 4, 3, 5, 1, 168, 5, -11, 5, 18, 2, 5, 4]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
310,현일고1_중간대비 모의고사_007,,,,"[1, 11, 4, 4, 46, 5, 2, 4, 8, 4, 3, 2, 4, -9, 2, 24, 3, -5, 2, 5, -2, 1, 5, 5]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
311,현일고1_중간대비 모의고사_008,,,,"[5, 3, 4, 2, 1, 2, 3, 2, 3, 3, 5, -7, 5, 3, 13, 3, 8, 4, 4, 1, 2, 1, 42, 55]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
312,현일고1_중간대비 모의고사_009,,,,"[4, 4, 3, 10, 2, 30, 4, 1, 4, 4, 4, 3, 1023, 2, 2, 1, 2, 45, 4, 2, 2, 15, 30, 5]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
313,현일고1_중간대비 모의고사_010,,,,"[1, 3, 2, 19, 3, 4, 1, 5, 1, 2, 2, 5, 1, 1, 11, 2, 1, 5, 5, 9, 4, 3, 17, 1]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
306,현일고1_중간대비 모의고사_003,,,,"['33', '2', '3', '3', '5', '3', '1', '2', '2', '2', '5', '9', '4', '4', '3', '3', '1', '2', '4', '4', '3', '2', '45', '4']","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 11, 11]","[30, 30, 30, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 180, 180, 180, 180, 180, 180, 180, 180, 300, 300]",2790,2023/04/11,0,
314,구미중3_시험대비(0411)_001,,,,"[2, 3, 58, 1, 3, 4, 6, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/11,0,
315,현일고1_시험대비(0411)_001,,,,"[3, 1, 78, 5, 1, 3, 343, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/11,0,
16,수학1_삼각함수_01삼각함수와 그래프_000,수학1,삼각함수,01삼각함수와 그래프,"['3', '5', '-3', '2', '5']","[17, 18, 18, 14, 33]","[65, 70, 70, 50, 120]",375,2023/04/12,0,
326,구미고2_중간대비(수학2)_001,,,,"[21, 1, 1, 3, 7, 4, 7, 3, 2, 1, 3, 5, 5, 1, 2, 2]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
327,구미고2_중간대비(수학2)_002,,,,"[2, 1, 5, 2, 33, 1, 1, 4, 5, 2, 3, 1, 2, 5, 3, 5]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
328,구미고2_중간대비(수학2)_003,,,,"[24, 2, 4, 4, 3, 7, 16, 2, 2, 2, 4, 3, 3, 2, 4, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
329,구미고2_중간대비(수학2)_004,,,,"[5, 14, 3, 3, 2, 2, 5, 2, 5, 2, 3, 3, 1, 5, 4, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
330,구미고2_중간대비(수학2)_005,,,,"[2, 4, 4, -1, 4, -1, 5, 1, 25, 3, 5, 13, 21, 3, 3, 3]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
331,구미고2_중간대비(수학2)_006,,,,"[1, 4, 2, 2, 4, 3, 2, 1, 10, 17, 2, 2, 3, 18, 2, 6]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
332,구미고2_중간대비(수학2)_007,,,,"[2, 4, 5, 3, 1, 4, 3, 55, 4, 4, 4, 4, 3, 14, 5, -1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
333,구미고2_중간대비(수학2)_008,,,,"[1, 2, 5, 4, 4, -2, 2, 5, 5, 2, 3, 1, 1, 2, 3, 4]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
334,구미고2_중간대비(수학2)_009,,,,"[1, 2, 5, 4, 2, 5, 1, -76, 2, 1, 1, 24, 5, 5, 3, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
335,구미고2_중간대비(수학2)_010,,,,"[2, 3, 5, 4, -4, 4, 3, -16, 3, 2, 4, 18, 2, 2, 2, 5]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1920,2023/04/12,0,
336,현일고1_중간대비_미니모의_001,,,,"[2, 5, 1, 5, 2, 4, 38, 140]","[10, 10, 10, 11, 11, 16, 16, 16]","[120, 120, 120, 120, 120, 180, 180, 180]",1140,2023/04/12,0,
337,현일고1_중간대비_미니모의_002,,,,"[3, 2, 1, 27, 144, 3, 2, 1]","[10, 10, 10, 11, 11, 16, 16, 16]","[120, 120, 120, 120, 120, 180, 180, 180]",1140,2023/04/12,0,
338,현일고1_중간대비_미니모의_003,,,,"[2, 5, 48, 5, 3, 30, 5, 3]","[10, 10, 10, 11, 11, 16, 16, 16]","[120, 120, 120, 120, 120, 180, 180, 180]",1140,2023/04/12,0,
339,현일고1_중간대비_미니모의_004,,,,"[2, 5, 3, 3, 3, 1, 4, 2]","[10, 10, 10, 11, 11, 16, 16, 16]","[120, 120, 120, 120, 120, 180, 180, 180]",1140,2023/04/12,0,
340,현일고1_중간대비_미니모의_005,,,,"[5, 3, 5, 1, 2, 5, 36, 5]","[10, 10, 10, 11, 11, 16, 16, 16]","[120, 120, 120, 120, 120, 180, 180, 180]",1140,2023/04/12,0,
347,구미중3_중간대비_미니모의_002,,,,"[4, 2, 3, 5, 4, 5, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/13,0,
348,구미중3_중간대비_미니모의_003,,,,"[4, 3, 3, 2, 5, 5, 5, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/13,0,
349,구미중3_중간대비_미니모의_004,,,,"[3, 1, 4, 1, 5, 5, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/13,0,
350,구미중3_중간대비_미니모의_005,,,,"[2, 4, 5, 101, 1, 2, 3, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/13,0,
346,구미중3_중간대비_미니모의_001,,,,"['2', '2', '4', '4', '15', '1', '4', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/13,0,
369,구미여고2_미니모의(확통)_004,,,,"[2.0, 60.0, 5.0, 1600.0, 3.0, 2.0, 918.0, 5.0]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/15,0,
370,구미여고2_미니모의(확통)_005,,,,"[81.0, 250.0, 2.0, 1.0, 315.0, 1.0, 5.0, 3.0]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/15,0,
376,구미여고2_미니모의(수학2)(2)_001,,,,"[3, 1, 4, 1, 4, 4, 4, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[90, 90, 90, 90, 90, 90, 90, 90]",720,2023/04/15,0,
377,구미여고2_미니모의(수학2)(2)_002,,,,"[5, -1, 4, 4, 17, 6, 3, -1]","[12, 12, 12, 12, 13, 13, 13, 13]","[90, 90, 90, 90, 90, 90, 90, 90]",720,2023/04/15,0,
378,구미여고2_미니모의(수학2)(2)_003,,,,"[3, 55, 2, -7, -4, 2, 2, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[90, 90, 90, 90, 90, 90, 90, 90]",720,2023/04/15,0,
379,구미여고2_미니모의(수학2)(2)_004,,,,"[1, 4, 2, 1, 2, 5, 3, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[90, 90, 90, 90, 90, 90, 90, 90]",720,2023/04/15,0,
380,구미여고2_미니모의(수학2)(2)_005,,,,"[19, 1, 3, 3, 9, 24, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[90, 90, 90, 90, 90, 90, 90, 90]",720,2023/04/15,0,
367,구미여고2_미니모의(확통)_002,,,,"['60', '5', '3', '3', '5', '3', '7', '12']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
390,구미여고2_확통_미니모의_010,,,,"['4', '1', '1600', '4', '66', '4', '375', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
389,구미여고2_확통_미니모의_009,,,,"['21', '3', '3', '3', '5', '2', '5', '1260']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
388,구미여고2_확통_미니모의_008,,,,"['4', '250', '3', '36', '5', '3', '150', '3']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
387,구미여고2_확통_미니모의_007,,,,"['5', '32', '4', '5', '5', '1', '84', '315']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
386,구미여고2_확통_미니모의_006,,,,"['2', '4', '4', '1', '3', '1', '5', '2']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
385,구미여고2_확통_미니모의_005,,,,"['5', '5', '2', '0.25', '2', '2', '60', '6']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
384,구미여고2_확통_미니모의_004,,,,"['72', '2', '4', '3', '3', '4', '3', '236']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
383,구미여고2_확통_미니모의_003,,,,"['2', '3', '21', '21', '30', '5', '81', '2']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
382,구미여고2_확통_미니모의_002,,,,"['50400', '5', '1', '51', '5', '5', '1', '1']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
381,구미여고2_확통_미니모의_001,,,,"['2', '5', '20', '4', '729', '5', '1', '60']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
366,구미여고2_미니모의(확통)_001,,,,"['63', '1', '1', '2', '4', '4', '6', '236']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/16,0,
392,테스트(2023년04월18일)_001,,,,"[12, 4, 3, 1, 10, 2, 2, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
393,테스트(2023년04월18일)_002,,,,"[5, 2, 1, 5, 2, 1, 4, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
394,테스트(2023년04월18일)_003,,,,"[5, 4, 3, 1, 5, 4, 2, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
395,테스트(2023년04월18일)_004,,,,"[1, 2, 1, -1, 9, 3, 2, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
396,테스트(2023년04월18일)_005,,,,"[4, 2, 18, 4, 5, 5, 1, 21]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
397,테스트(2023년04월18일)_006,,,,"['4', '2', '2,4', '5', '3', '32', '5', '2']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
398,테스트(2023년04월18일)_007,,,,"[3, 1, 2, 30, 4, -6, 2, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
399,테스트(2023년04월18일)_008,,,,"[16, 3, 4, 224, 8, 3, 5, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
400,테스트(2023년04월18일)_009,,,,"[4, 8, 5, 3, 3, 2, 2, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
401,테스트(2023년04월18일)_010,,,,"['5', '1', '1', '4', '3', '2', '5', '4,5']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,6,
402,곰민들의 쉬운 수학_001,,,,"[2, 5, 8, 5, 4, 1, 1, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
403,곰민들의 쉬운 수학_002,,,,"['3', '30', '2', '4', '2', '2,5', '4', '1']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
404,곰민들의 쉬운 수학_003,,,,"['9', '5', '2', '5', '4', '2,4', '1', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
405,곰민들의 쉬운 수학_004,,,,"[3, 2, 1, 5, 2, -1, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
406,곰민들의 쉬운 수학_005,,,,"['6', '2', '2', '5', '3', '1,2', '4', '-1']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
407,곰민들의 쉬운 수학_006,,,,"['3', '5', '4', '3', '3', '1,3', '4', '5']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
408,곰민들의 쉬운 수학_007,,,,"[2, 9, 2, 3, 3, 3, 1, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
409,곰민들의 쉬운 수학_008,,,,"[3, 1, 3, 2, 5, 4, 1, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
410,곰민들의 쉬운 수학_009,,,,"[3, 15, 5, 16, 11, 4, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480,2023/04/18,7,
